geneName,genebiotype,entrezid,product,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
LOC409007,protein_coding,409007,heterogeneous nuclear ribonucleoprotein K,1235.363618,0.306143386,0.221907488,1.379599167,0.167710094,0.584660698
LOC726948,protein_coding,726948,suppressor of lurcher protein 1,21.68187828,0.306090762,0.555401392,0.551116304,0.58155395,0.90221843
LOC551990,protein_coding,551990,replication factor C subunit 3,45.00214604,0.306069675,0.390468421,0.78385257,0.433126623,0.831994535
LOC727419,protein_coding,727419,ribonuclease P protein subunit p29,12.40358591,0.305668105,0.788602586,0.387607282,0.698306679,0.944310262
LOC100576949,protein_coding,100576949,uncharacterized LOC100576949,491.1273379,0.30499459,0.26452082,1.153007879,0.24890715,0.686698682
LOC411769,protein_coding,411769,kinesin heavy chain,567.0785658,0.304950064,0.209193496,1.457741607,0.144911779,0.545764099
LOC410941,protein_coding,410941,"protein MTO1 homolog, mitochondrial",98.43260109,0.30474287,0.338474593,0.900341934,0.367938311,0.796276776
LOC725320,protein_coding,725320,"N-alpha-acetyltransferase 35, NatC auxiliary subunit",180.8686016,0.30471032,0.218273234,1.396004057,0.162713273,0.577390427
LOC551891,protein_coding,551891,molybdenum cofactor biosynthesis protein 1,497.6769398,0.304625263,0.214315272,1.4213885,0.155203848,0.565427368
LOC552334,protein_coding,552334,splicing factor 3A subunit 2,157.4648024,0.30460129,0.315603757,0.965138353,0.334475519,0.768898839
Mir6037,miRNA,104794335,microRNA 6037,19.6488649,0.30453499,0.562009795,0.541867762,0.587909606,0.903205359
LOC552285,protein_coding,552285,innexin inx7,158.5949979,0.30451283,0.392776807,0.775282104,0.438172982,0.83397434
LOC410910,protein_coding,410910,serine/threonine-protein kinase GA29083,59.31859143,0.304210039,0.328309671,0.926594815,0.354136948,0.784309924
LOC551948,protein_coding,551948,uracil phosphoribosyltransferase homolog,30.87696576,0.30416038,0.417054313,0.729306401,0.465814258,0.850214031
LOC412343,protein_coding,412343,sesquipedalian-1,54.55809436,0.304113973,0.350435906,0.867816249,0.385494933,0.808259565
LOC408631,protein_coding,408631,patronin,217.4953307,0.303819238,0.307819071,0.987005895,0.323639749,0.761213068
LOC724719,protein_coding,724719,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial",69.07628837,0.303732541,0.339657219,0.894232548,0.371197481,0.798155706
LOC102654012,protein_coding,102654012,transcription elongation factor 1 homolog,13.41289718,0.303730559,0.735736514,0.41282518,0.679734702,0.936993331
LOC409197,protein_coding,409197,protein Dr1,116.5006862,0.303651207,0.263228171,1.153566528,0.248677928,0.686471527
LOC550656,protein_coding,550656,splicing factor U2AF 50 kDa subunit,202.621881,0.303619184,0.221246295,1.372313076,0.169965997,0.587879486
LOC107964288,lncRNA,107964288,uncharacterized LOC107964288,3.559379744,0.30327349,1.768340266,0.171501773,0.863829237,0.975053125
LOC413827,protein_coding,413827,ras-related protein Rab-40C,88.98682108,0.303214789,0.315407851,0.961341921,0.336380276,0.769116057
LOC410080,protein_coding,410080,spermine synthase,448.2307356,0.303072779,0.29238598,1.036550311,0.299945481,0.740515163
LOC551986,protein_coding,551986,deoxyribose-phosphate aldolase,2776.590151,0.302975595,0.270758794,1.11898709,0.263145646,0.699949447
LOC551892,protein_coding,551892,cytoplasmic protein NCK1,467.2642958,0.302789005,0.189480508,1.597995529,0.110043972,0.479163616
LOC727227,protein_coding,727227,epidermal growth factor receptor substrate 15-like 1,450.1460616,0.302615359,0.174882826,1.730389227,0.083560757,0.419239076
LOC726241,protein_coding,726241,tudor domain-containing protein 7,223.313682,0.302391193,0.278034591,1.087602778,0.276770504,0.717027027
LOC552802,protein_coding,552802,COX assembly mitochondrial protein homolog,82.18750814,0.302273875,0.325154413,0.929631778,0.352561768,0.782940092
LOC410441,protein_coding,410441,secretory carrier-associated membrane protein 5B,341.1420089,0.30214064,0.222850215,1.355801431,0.175162356,0.593633988
LOC100578584,lncRNA,100578584,uncharacterized LOC100578584,22.70745108,0.301859106,0.563885699,0.53531967,0.592428827,0.903552421
LOC727496,protein_coding,727496,uncharacterized transporter BU466,22.36604514,0.301789247,0.520691943,0.579592695,0.56218932,0.896873797
LOC552023,protein_coding,552023,guanylate kinase,73.93114711,0.301753186,0.311970144,0.967250207,0.333418969,0.768359739
LOC726231,protein_coding,726231,GRB2-associated-binding protein 2,311.9161712,0.301600488,0.241734125,1.247653749,0.212157886,0.646931893
LOC100577327,protein_coding,100577327,uncharacterized LOC100577327,2.458978469,0.301597841,1.273235045,0.236875227,0.812753589,0.965144792
LOC412203,protein_coding,412203,protein brown,42.32812632,0.301464194,0.639666683,0.471283251,0.637438474,0.918093816
LOC551431,protein_coding,551431,protein SHQ1 homolog,96.30845333,0.301411441,0.268386085,1.12305167,0.26141555,0.696934155
LOC100576930,protein_coding,100576930,uncharacterized LOC100576930,25.0979263,0.301130248,0.553827687,0.543725521,0.586630368,0.903205359
LOC413091,protein_coding,413091,serrate RNA effector molecule homolog,335.9037931,0.301110634,0.193761922,1.554023781,0.120178744,0.502078074
LOC107964835,protein_coding,107964835,protein RRP5 homolog,76.09328938,0.300963838,0.322879031,0.932125686,0.351271575,0.782359225
Ant,protein_coding,406075,ADP/ATP translocase,4388.229546,0.300324262,0.245379539,1.223917297,0.220983428,0.653856315
LOC100577259,lncRNA,100577259,uncharacterized LOC100577259,1.013365091,0.300267207,1.919017319,0.156469253,0.875663153,
LOC724386,protein_coding,724386,NPC intracellular cholesterol transporter 2,8153.955674,0.299726583,0.808641087,0.370654655,0.710894768,0.947684357
LOC102655009,protein_coding,102655009,elongation of very long chain fatty acids protein AAEL008004,92.53609004,0.299557137,0.525939983,0.569565248,0.568972605,0.898691341
LOC412254,protein_coding,412254,BUB3-interacting and GLEBS motif-containing protein ZNF207,235.2228224,0.299474024,0.24597415,1.217502022,0.223413268,0.65670723
LOC102656131,protein_coding,102656131,biogenesis of lysosome-related organelles complex 1 subunit 2,49.31472362,0.299451435,0.370244315,0.808794148,0.418633563,0.825634299
LOC410383,protein_coding,410383,calcium homeostasis endoplasmic reticulum protein,126.1510945,0.299298285,0.301560487,0.992498345,0.320954486,0.758015087
LOC102654700,lncRNA,102654700,protein MEMO1,101.6209884,0.299174175,0.263882649,1.133739469,0.256903848,0.694085114
LOC409693,protein_coding,409693,inositol monophosphatase 1,255.9032841,0.298814307,0.252824108,1.181905907,0.237243038,0.673216992
LOC410297,protein_coding,410297,sorting nexin-16,18.39473518,0.298687193,0.54248014,0.550595627,0.581910908,0.90221843
LOC100577272,protein_coding,100577272,uncharacterized LOC100577272,111.9236961,0.298382204,0.254054087,1.174482993,0.24020162,0.676080585
LOC408604,protein_coding,408604,TBC1 domain family member 13,189.5951154,0.298364806,0.270669267,1.102322437,0.270321518,0.708353023
LOC410769,protein_coding,410769,puromycin-sensitive aminopeptidase,998.1966945,0.297905884,0.295783126,1.007176736,0.313849851,0.753933321
LOC725705,protein_coding,725705,mitochondrial import inner membrane translocase subunit Tim13,116.6699712,0.297893293,0.393817604,0.75642452,0.449394711,0.839426931
LOC724320,protein_coding,724320,PHD finger-like domain-containing protein 5A,32.80734334,0.297786976,0.423196776,0.703660786,0.481644047,0.857238741
LOC552223,protein_coding,552223,dnaJ homolog shv,392.7589589,0.29721584,0.210242219,1.413682943,0.157455016,0.569776241
LOC408875,protein_coding,408875,heat shock protein beta-1,1276.678813,0.297175232,0.257401428,1.154520523,0.24828683,0.685999703
LOC408478,protein_coding,408478,facilitated trehalose transporter Tret1,652.2234963,0.29680822,0.411348971,0.721548468,0.470572131,0.853010791
LOC102655682,lncRNA,102655682,uncharacterized LOC102655682,0.854650024,0.296749524,2.043465353,0.145218769,0.884538147,
LOC408846,protein_coding,408846,tyrosine-protein phosphatase non-receptor type 14,74.39948006,0.296724633,0.303383661,0.978050802,0.328049199,0.764276136
LOC408392,protein_coding,408392,glycine--tRNA ligase,387.8965392,0.296670955,0.212732484,1.394572891,0.163144675,0.578275797
LOC725394,protein_coding,725394,solute carrier family 26 member 6-like,47.96368018,0.296606039,0.394040246,0.752730315,0.451611989,0.84133268
LOC409255,protein_coding,409255,active breakpoint cluster region-related protein,157.6711268,0.296418068,0.248258987,1.193987259,0.232482952,0.668004351
LOC552624,protein_coding,552624,asparagine-rich protein,126.0206975,0.296354097,0.29214107,1.014421208,0.310381809,0.74939214
LOC726134,protein_coding,726134,carboxylesterase,213.2368325,0.296330126,0.446815191,0.663205129,0.507199187,0.870625156
Mir9865,miRNA,104796158,microRNA 9865,18.44526192,0.296222778,0.665403686,0.445177543,0.656191454,0.927756354
LOC413430,protein_coding,413430,RAC serine/threonine-protein kinase,190.2790021,0.296127918,0.251452147,1.177671065,0.238927767,0.674904151
LOC107965783,lncRNA,107965783,uncharacterized LOC107965783,1.068131192,0.296021548,1.806659951,0.163850174,0.869849092,
LOC411947,protein_coding,411947,PCI domain-containing protein 2,46.05619556,0.295755753,0.374804885,0.789092577,0.4300579,0.83060467
LOC408811,protein_coding,408811,transmembrane and coiled-coil domains protein 2,129.2121169,0.295461169,0.310542858,0.951434438,0.341383886,0.774828131
LOC410600,protein_coding,410600,uncharacterized LOC410600,109.2615662,0.295363959,0.280365757,1.053495129,0.292114126,0.734067132
LOC100576122,lncRNA,100576122,uncharacterized LOC100576122,19.54572213,0.295122722,0.580674776,0.508240988,0.611284349,0.90953117
LOC409887,protein_coding,409887,transcription factor Dp-1,318.4073495,0.295052459,0.24965932,1.181820326,0.237277001,0.673216992
LOC410219,protein_coding,410219,pre-mRNA 3'-end-processing factor FIP1,136.3188337,0.294897899,0.303215888,0.972567439,0.330768332,0.766598463
LOC410671,protein_coding,410671,proto-oncogene tyrosine-protein kinase ROS,155.4988304,0.294773011,0.278019771,1.060259168,0.28902671,0.732122672
LOC113219410,lncRNA,113219410,uncharacterized LOC113219410,9.996406192,0.294496922,0.717469976,0.410465849,0.681464251,0.936993331
LOC410516,protein_coding,410516,cytosolic Fe-S cluster assembly factor NUBP2 homolog,234.819473,0.294489531,0.238588164,1.234300671,0.217090886,0.650070596
LOC100577369,protein_coding,100577369,HEAT repeat-containing protein 6,67.77311461,0.294486925,0.34349973,0.85731341,0.391271699,0.810893841
LOC113218583,lncRNA,113218583,uncharacterized LOC113218583,182.0692581,0.294366056,0.35388229,0.831819123,0.405511048,0.818543045
LOC100577789,lncRNA,100577789,uncharacterized LOC100577789,3.274043719,0.293951042,1.307792163,0.224768928,0.82215904,0.967482648
LOC412371,protein_coding,412371,CCR4-NOT transcription complex subunit 1,424.9190155,0.293869671,0.193925018,1.515377817,0.129676752,0.520433061
LOC107964133,protein_coding,107964133,uncharacterized LOC107964133,18.11430832,0.293777157,0.585868165,0.501439018,0.616062186,0.91055238
LOC726316,protein_coding,726316,"cytochrome b-c1 complex subunit 6, mitochondrial",101.4997477,0.293753076,0.29207416,1.005748252,0.314536686,0.754032932
LOC100578907,protein_coding,100578907,ankyrin repeat and protein kinase domain-containing protein 1,121.8506406,0.293708066,0.242344603,1.211943913,0.225533851,0.659155481
LOC413145,protein_coding,413145,eukaryotic translation initiation factor 3 subunit F,509.0302253,0.293169594,0.275803091,1.062967039,0.287796899,0.730393054
LOC725591,protein_coding,725591,protein crumbs,170.6369461,0.293162378,0.30441195,0.963044907,0.335524987,0.76905256
LOC412231,protein_coding,412231,"trans-1,2-dihydrobenzene-1,2-diol dehydrogenase",4006.597304,0.293132876,0.234991464,1.247419253,0.212243811,0.646931893
LOC100577594,protein_coding,100577594,uncharacterized LOC100577594,157.8671184,0.292480992,0.249868801,1.170538263,0.241784425,0.677341708
LOC724932,protein_coding,724932,xyloside xylosyltransferase 1,63.08716634,0.29235708,0.332474225,0.879337579,0.379218266,0.804848577
LOC409377,protein_coding,409377,transitional endoplasmic reticulum ATPase TER94,2196.204245,0.292197889,0.203926187,1.43286104,0.151897553,0.559411517
LOC410380,protein_coding,410380,neprilysin-2,935.1184359,0.292047519,0.370363392,0.788543156,0.430379065,0.83060467
LOC724829,protein_coding,724829,immediate early response 3-interacting protein 1,126.6770918,0.291923615,0.433405794,0.673557251,0.500592839,0.865455418
LOC724450,protein_coding,724450,uncharacterized LOC724450,194.9456542,0.291677632,0.307768479,0.947717692,0.343273192,0.776330637
LOC413944,protein_coding,413944,exosome complex exonuclease RRP44,99.24438544,0.291326101,0.345062309,0.844271,0.398517988,0.816009261
LOC550968,protein_coding,550968,"heat shock protein 75 kDa, mitochondrial",285.0363404,0.291273896,0.20736451,1.404646801,0.160126332,0.573157836
LOC100578684,protein_coding,100578684,uncharacterized LOC100578684,27.91097204,0.291120121,0.478855599,0.607949706,0.543220831,0.887968006
LOC406097,protein_coding,406097,integrin beta-PS,601.4766329,0.290941339,0.20220504,1.438843165,0.150194963,0.556646682
LOC412505,protein_coding,412505,translocation protein SEC63 homolog,575.5181875,0.290865886,0.19042956,1.527419832,0.126656648,0.515219111
LOC412189,protein_coding,412189,phosphopantothenoylcysteine decarboxylase,190.0620062,0.29085338,0.321559685,0.904508225,0.365725975,0.795644386
LOC410413,protein_coding,410413,uncharacterized LOC410413,158.8187257,0.290273283,0.287667063,1.009059847,0.312945933,0.752729191
LOC551668,protein_coding,551668,regulatory-associated protein of mTOR,152.7379455,0.290123679,0.27573957,1.052165557,0.292723599,0.734953408
LOC409201,protein_coding,409201,acyl-protein thioesterase 1,184.1289143,0.28998987,0.246108859,1.178299193,0.23867735,0.6748877
LOC552148,protein_coding,552148,thymidylate kinase,49.35329639,0.289926692,0.413230049,0.701610864,0.482921875,0.857238741
LOC100578721,protein_coding,100578721,TBC1 domain family member 20,106.6826378,0.289732305,0.277139535,1.045438376,0.295820408,0.736949188
LOC410394,protein_coding,410394,DCN1-like protein 5,95.95528896,0.289145488,0.265194393,1.090315242,0.275574303,0.715876868
LOC107965827,protein_coding,107965827,uncharacterized LOC107965827,26.05202428,0.289078945,0.772669847,0.374129968,0.708307624,0.947010637
LOC724411,protein_coding,724411,rhophilin-2,105.4162838,0.289058327,0.275769233,1.048189183,0.294551453,0.736536232
LOC551508,protein_coding,551508,vang-like protein 1,53.31736052,0.288911564,0.367665321,0.785800421,0.43198442,0.831841445
LOC409364,protein_coding,409364,CD2-associated protein,69.03999834,0.288880028,0.359154448,0.804333703,0.421204278,0.827205776
LOC413341,protein_coding,413341,helicase domino,1012.198426,0.288351361,0.248494708,1.160392363,0.245889095,0.680898101
LOC100578132,protein_coding,100578132,glutamate--cysteine ligase catalytic subunit,227.0493962,0.288310938,0.276362795,1.043233542,0.296840142,0.737916172
Rga,protein_coding,552826,regulator of gene activity protein,287.6670104,0.288163721,0.235262436,1.224860739,0.220627695,0.653721811
LOC727473,protein_coding,727473,signal recognition particle 19 kDa protein,179.3189071,0.288040729,0.257312105,1.1194216,0.26296032,0.699854816
LOC552791,protein_coding,552791,MIP18 family protein galla-2,40.76425118,0.287925555,0.385961915,0.745994731,0.455670598,0.843563692
LOC724610,protein_coding,724610,notchless protein homolog 1,94.47346114,0.287636185,0.294858874,0.97550459,0.329310026,0.765686769
LOC100578713,protein_coding,100578713,uncharacterized LOC100578713,20.13660815,0.287559943,0.653460955,0.440056809,0.659895963,0.929062745
LOC100576951,protein_coding,100576951,uncharacterized LOC100576951,14.64632896,0.287306672,0.618006966,0.464892287,0.642008594,0.919953139
LOC551486,protein_coding,551486,serine/threonine-protein phosphatase 6 regulatory subunit 3,456.2749269,0.287122093,0.210968283,1.360972793,0.173522288,0.591525589
LOC550926,protein_coding,550926,phosphomannomutase,83.14602823,0.286154182,0.353166673,0.810252508,0.417795065,0.825260032
LOC552189,protein_coding,552189,sorting nexin-17,80.7904697,0.286145551,0.333070439,0.859114221,0.390277502,0.810222623
LOC552183,protein_coding,552183,phosphatidylinositol transfer protein alpha isoform,649.1257088,0.285967056,0.215244303,1.328569685,0.183989979,0.605432059
LOC410999,protein_coding,410999,"L-2-hydroxyglutarate dehydrogenase, mitochondrial",158.7547726,0.285736536,0.323173287,0.884158894,0.376610445,0.803097994
LOC551232,protein_coding,551232,probable nuclear hormone receptor HR38,13.11817257,0.285703037,0.765435756,0.37325541,0.70895836,0.947474091
LOC551403,protein_coding,551403,"succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial",1383.590187,0.285676018,0.252583151,1.131017713,0.258047636,0.694277854
LOC552323,protein_coding,552323,signal recognition particle 14 kDa protein,163.2778955,0.285565079,0.34753228,0.821693682,0.411251256,0.822942729
LOC726695,protein_coding,726695,uncharacterized LOC726695,25.74354093,0.285482122,0.458987909,0.621981792,0.533953841,0.882140625
LOC410876,protein_coding,410876,THUMP domain-containing protein 3,20.15321686,0.285125462,0.463884647,0.614647336,0.538787646,0.885225546
LOC408672,protein_coding,408672,programmed cell death protein 6,234.2789524,0.284780287,0.22320154,1.27588854,0.201994923,0.633178659
LOC725494,protein_coding,725494,myoneurin,159.5224289,0.284716504,0.250293138,1.137532203,0.25531587,0.693381274
LOC102655618,protein_coding,102655618,translation initiation factor eIF-2B subunit epsilon,22.76859459,0.284575389,0.817874984,0.34794485,0.727881602,0.949665173
LOC411448,protein_coding,411448,"alpha-ketoglutarate-dependent dioxygenase alkB homolog 7, mitochondrial",6.130778285,0.284406877,0.958629493,0.296680708,0.766710287,0.958977794
LOC725889,protein_coding,725889,uncharacterized LOC725889,17.93259271,0.284348636,0.588547663,0.483136122,0.628999087,0.916246364
LOC107965800,rRNA,107965800,5S ribosomal RNA,0.104517819,0.284296422,3.983587898,0.071366926,0.943105732,
LOC107964235,lncRNA,107964235,uncharacterized LOC107964235,0.104517819,0.284296422,3.983587898,0.071366926,0.943105732,
Or170,protein_coding,100576480,odorant receptor 170,0.104517819,0.284296422,3.983587898,0.071366926,0.943105732,
LOC107964819,lncRNA,107964819,uncharacterized LOC107964819,0.104517819,0.284296422,3.983587898,0.071366926,0.943105732,
LOC102654368,protein_coding,102654368,lactosylceramide 4-alpha-galactosyltransferase,0.104517819,0.284296422,3.983587898,0.071366926,0.943105732,
LOC113219376,rRNA,113219376,5.8S ribosomal RNA,0.104517819,0.284296422,3.983587898,0.071366926,0.943105732,
LOC113219344,lncRNA,113219344,uncharacterized LOC113219344,0.153916116,0.284293049,3.983587338,0.071366089,0.943106398,
LOC107964513,lncRNA,107964513,uncharacterized LOC107964513,0.153916116,0.284293049,3.983587338,0.071366089,0.943106398,
LOC413068,protein_coding,413068,intraflagellar transport protein 46 homolog,0.153916116,0.284293049,3.983587338,0.071366089,0.943106398,
LOC107964183,lncRNA,107964183,uncharacterized LOC107964183,0.203314413,0.284290324,3.983586885,0.071365413,0.943106936,
LOC102655859,protein_coding,102655859,uncharacterized LOC102655859,1.376248261,0.284207939,1.611215048,0.176393548,0.859984773,
LOC411193,protein_coding,411193,nuclear transcription factor Y subunit B-1,136.6474433,0.283959313,0.290817763,0.976416672,0.328858023,0.765297129
LOC102653773,protein_coding,102653773,KICSTOR complex protein kaptin,22.98208179,0.283864561,0.568930052,0.498944571,0.617818433,0.911706488
LOC724669,protein_coding,724669,peptidyl-prolyl cis-trans isomerase NIMA-interacting 4,31.98466358,0.283350758,0.496285231,0.570943361,0.568038037,0.898691341
LOC550989,protein_coding,550989,palmitoyltransferase ZDHHC15B,156.8328126,0.283051492,0.26290028,1.076649642,0.281636818,0.724856142
LOC102654236,lncRNA,102654236,uncharacterized LOC102654236,0.960861824,0.282877737,1.873026772,0.151027065,0.879954366,
LOC102655263,protein_coding,102655263,solute carrier family 25 member 35,122.3958013,0.282432199,0.414148918,0.681958076,0.495265461,0.862217594
LOC100578529,protein_coding,100578529,zinc finger protein 701,100.5983159,0.282175111,0.38064707,0.741303776,0.458509273,0.845844475
LOC410923,protein_coding,410923,dynamin,269.6204496,0.282169469,0.201267151,1.401964839,0.160925747,0.574111814
LOC412104,protein_coding,412104,trafficking protein particle complex subunit 8,282.9511557,0.282142544,0.316766857,0.890694649,0.373093006,0.799839401
LOC727014,protein_coding,727014,"39S ribosomal protein L40, mitochondrial",70.97247978,0.282140238,0.359961599,0.783806491,0.433153665,0.831994535
LOC725105,protein_coding,725105,UDP-sugar transporter UST74c,213.0099443,0.282126188,0.254249925,1.109641181,0.267153678,0.704489614
LOC100577398,lncRNA,100577398,uncharacterized LOC100577398,3.643757482,0.282015982,1.295501141,0.217688718,0.827671655,0.969072032
LOC552097,protein_coding,552097,"39S ribosomal protein L14, mitochondrial",58.45996467,0.281910894,0.327502013,0.860791332,0.38935298,0.809946617
LOC552749,protein_coding,552749,sodium/potassium-transporting ATPase subunit beta-1-interacting protein,81.6062281,0.281844225,0.308678857,0.913066179,0.361207737,0.79132946
LOC410895,protein_coding,410895,pleckstrin homology-like domain family B member 1,373.4416595,0.281817879,0.252206888,1.117407544,0.263820111,0.700746399
LOC408882,protein_coding,408882,septin-2,251.2790571,0.281808023,0.230143119,1.224490328,0.220767313,0.653721811
LOC100576784,protein_coding,100576784,high mobility group B protein 6,35.3391115,0.28131371,0.408409176,0.688803598,0.490946871,0.859884356
LOC413746,protein_coding,413746,adrenodoxin,48.10839602,0.281082572,0.363180237,0.773947873,0.438961618,0.83427239
LOC100577506,protein_coding,100577506,uncharacterized LOC100577506,15.1903922,0.280929535,0.826660697,0.339836569,0.733979607,0.950677468
LOC551415,protein_coding,551415,probable cytosolic iron-sulfur protein assembly protein Ciao1,174.2662674,0.280652508,0.249830476,1.123371787,0.261279627,0.69677052
LOC552090,protein_coding,552090,transcription factor GAGA,89.54657887,0.28063672,0.278448512,1.007858573,0.313522362,0.753340236
LOC552289,protein_coding,552289,RNA-binding protein 39,423.6461488,0.280443841,0.183277,1.530163855,0.125976176,0.515061316
LOC113218526,lncRNA,113218526,uncharacterized LOC113218526,20.13595997,0.280397249,0.679668173,0.412550212,0.679936185,0.936993331
LOC113218757,protein_coding,113218757,proteasome subunit alpha type-6-like,8.53682331,0.280255706,0.802896552,0.349055809,0.727047412,0.949376813
LOC551726,protein_coding,551726,inositol-tetrakisphosphate 1-kinase,125.2994993,0.280138406,0.346380009,0.808760317,0.418653026,0.825634299
LOC412190,protein_coding,412190,probable ATP-dependent RNA helicase DDX47,102.3439761,0.280057132,0.290733219,0.963278749,0.335407655,0.76905256
LOC411510,protein_coding,411510,DNA-directed RNA polymerases I and III subunit RPAC1,72.69013866,0.280011997,0.329726902,0.849223993,0.395756665,0.813354781
LOC100576829,protein_coding,100576829,serine/arginine repetitive matrix protein 2,81.10024875,0.279731866,0.348298762,0.803137698,0.421895151,0.827205776
LOC412897,protein_coding,412897,E3 ubiquitin-protein ligase MYLIP,290.8017823,0.279460252,0.255798511,1.09250148,0.27461274,0.714191787
LOC552794,protein_coding,552794,mediator of RNA polymerase II transcription subunit 14,101.7958726,0.279399341,0.295467148,0.945618971,0.344342964,0.777057868
LOC727378,protein_coding,727378,peptidyl-prolyl cis-trans isomerase-like 1,71.2096033,0.279215987,0.401086472,0.696149101,0.486335459,0.857685269
LOC413976,protein_coding,413976,derlin-2,180.0833064,0.279011141,0.236761948,1.178445877,0.238618897,0.6748877
LOC724826,protein_coding,724826,protein EFR3 homolog cmp44E,87.23349922,0.278968709,0.311056282,0.896843193,0.369802596,0.79746908
LOC551882,protein_coding,551882,protein dj-1beta,493.6997117,0.278903463,0.226051256,1.233806298,0.217275092,0.650070596
LOC102655188,protein_coding,102655188,zinc finger protein 2 homolog,18.24667916,0.27889091,0.534658614,0.521624273,0.60193196,0.906811069
Err,protein_coding,408855,estrogen-related receptor,135.093217,0.27853989,0.265957233,1.047310827,0.294956244,0.736612021
LOC100578773,protein_coding,100578773,zinc finger CCHC domain-containing protein 10,26.39635742,0.278362565,0.48202377,0.577487216,0.563610372,0.897455902
LOC412748,protein_coding,412748,ATP-binding cassette sub-family G member 1,180.6592645,0.278276898,0.336126869,0.827892453,0.407731409,0.820172225
LOC410105,protein_coding,410105,"alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",152.0698405,0.27813497,0.245081395,1.134867744,0.256430737,0.693736062
LOC413141,protein_coding,413141,oxidative stress-induced growth inhibitor 2,296.8732072,0.277940617,0.322932052,0.860678321,0.389415236,0.809946617
LOC408590,protein_coding,408590,RING finger and CHY zinc finger domain-containing protein 1,208.5937193,0.277471981,0.26773181,1.036380329,0.300024744,0.740515257
LOC552582,protein_coding,552582,brahma-associated protein of 60 kDa,134.8106511,0.276693085,0.241957441,1.143560967,0.252805757,0.690524667
LOC102654007,protein_coding,102654007,uncharacterized LOC102654007,16.53465658,0.276672636,0.606277115,0.456346824,0.648140598,0.922477443
LOC552170,protein_coding,552170,ubiquitin-like protein 7,221.274991,0.276550297,0.260577871,1.061296173,0.288555324,0.731283324
LOC551809,protein_coding,551809,putative elongator complex protein 1,42.59664244,0.276469794,0.50589594,0.54649538,0.584725462,0.902799234
LOC725230,protein_coding,725230,histone H4,350.5056502,0.276390469,0.347130557,0.796214748,0.425907227,0.828837825
LOC726118,protein_coding,726118,uncharacterized LOC726118,530.0914086,0.276381979,0.364173198,0.75893004,0.447894408,0.838299766
LOC100576401,protein_coding,100576401,uncharacterized LOC100576401,88.3924815,0.27637701,0.381949229,0.7235962,0.469313675,0.852278011
Pet117,protein_coding,726644,cytochrome c oxidase assembly factor-like,59.20961992,0.276366316,0.346785326,0.796937744,0.425487189,0.828720307
LOC411472,protein_coding,411472,dynamin-1-like protein,209.7716197,0.275863165,0.233529843,1.181275856,0.237493155,0.673497732
LOC412694,protein_coding,412694,uncharacterized LOC412694,739.5973431,0.275455969,0.282509261,0.975033414,0.329543685,0.7660395
LOC410259,protein_coding,410259,nuclear factor 1 X-type,72.30582906,0.275371573,0.402792941,0.683655411,0.494192786,0.861179123
LOC412866,protein_coding,412866,E3 ubiquitin-protein ligase SMURF2,83.91627801,0.275128761,0.369674093,0.744246802,0.456727179,0.84460264
LOC724618,protein_coding,724618,cysteine-rich motor neuron 1 protein,381.7194907,0.274959831,0.3548424,0.774878737,0.438411317,0.83397434
LOC726854,protein_coding,726854,serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B-like,2.710687123,0.274804829,1.43071397,0.19207531,0.847683215,0.971944832
LOC409371,protein_coding,409371,intraflagellar transport protein 172 homolog,1.889323319,0.274657099,2.10958158,0.130195059,0.896412103,0.985015523
LOC727151,protein_coding,727151,tetratricopeptide repeat protein 12-like,1.556437917,0.274505799,1.678876797,0.163505624,0.870120345,
LOC725197,protein_coding,725197,protein penguin,12.88019584,0.274424059,0.84206743,0.325893211,0.744505152,0.951708104
LOC107965313,protein_coding,107965313,mpv17-like protein 2,18.43151048,0.274116907,0.498919304,0.549421329,0.58271634,0.90221843
LOC408685,protein_coding,408685,MAP7 domain-containing protein 1,1952.488463,0.273806141,0.258025271,1.061160173,0.288617116,0.731283324
LOC724676,protein_coding,724676,ADP-ribosylation factor-like protein 1,178.909801,0.273748486,0.261575672,1.046536491,0.295313406,0.736659102
LOC409799,protein_coding,409799,ataxin-7-like protein 3,60.24357793,0.273444518,0.343761289,0.79544884,0.426352459,0.828837825
Uvop,protein_coding,406127,ultraviolet-sensitive opsin,99.39673294,0.273327496,0.400120929,0.683112221,0.494535933,0.86142888
LOC100577727,protein_coding,100577727,protein MANBAL,38.72136901,0.273206699,0.384849034,0.709906158,0.477762332,0.856487314
LOC552511,protein_coding,552511,"GTP:AMP phosphotransferase AK3, mitochondrial",480.9430014,0.273121738,0.282800886,0.965773981,0.334157291,0.768545325
LOC550924,protein_coding,550924,cleavage stimulation factor subunit 2,156.2873211,0.27303505,0.273759554,0.997353499,0.318592954,0.756990211
LOC411182,protein_coding,411182,ubiquitin-protein ligase E3A,292.9737491,0.273028468,0.203391523,1.342378796,0.179473206,0.600826939
