tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
7460	Apis mellifera	413499	0	live	Cdc23	GB19210, GB45507	cell division cycle protein 23	cell division cycle protein 23 homolog		LG1	NC_037638.1	19777725	19780145	minus	7		
7460	Apis mellifera	413488	0	live	Vav	GB46539	Vav guanine nucleotide exchange factor	protein vav		LG3	NC_037640.1	1971624	1976565	minus	10		
7460	Apis mellifera	413474	0	live	Hr39	GB45414, NR5B1	nuclear hormone receptor FTZ-F1 beta	nuclear hormone receptor FTZ-F1 beta|hormone receptor-like in 39		LG6	NC_037643.1	16637239	16654818	minus	9		
7460	Apis mellifera	413470	0	live	RpL17	GB41039	ribosomal protein L17	60S ribosomal protein L17		LG1	NC_037638.1	9273481	9275481	plus	5		
7460	Apis mellifera	413468	0	live	ari-1	GB41063	E3 ubiquitin-protein ligase ariadne-1	potential E3 ubiquitin-protein ligase ariadne-1|protein ariadne-1 homolog		LG1	NC_037638.1	9306474	9325250	minus	11		
7460	Apis mellifera	413464	0	live	Src64B	GB46371	Tyrosine-protein kinase Src64B	tyrosine-protein kinase Src64B|Src oncogene at 64B ortholog		LG10	NC_037647.1	3123636	3194289	minus	9		
7460	Apis mellifera	413457	0	live	Sara	GB45214	Smad anchor for receptor activation	zinc finger FYVE domain-containing protein 16|zinc finger FYVE domain-containing protein 9		LG11	NC_037648.1	14348153	14356565	plus	13		
7460	Apis mellifera	413439	0	live	Smug	GB42086	Single-strand-selective monofunctional uracil-DNA glycosylase	single-strand selective monofunctional uracil DNA glycosylase		LG5	NC_037642.1	7438117	7439434	plus	3		
7460	Apis mellifera	413438	0	live	Opa1	GB52849, opa1-like	Opa1 mitochondrial dynamin like GTPase	dynamin-like 120 kDa protein, mitochondrial|optic atrophy 1-like		LG8	NC_037645.1	8880080	8889530	minus	19		
7460	Apis mellifera	413416	0	live	BicC	GB56009	protein bicaudal C	protein bicaudal C homolog 1-B|bicaudal C		LG3	NC_037640.1	1467274	1488220	plus	14		
7460	Apis mellifera	413399	0	live	Dora	GB49541	zinc finger SWIM domain-containing dorado	zinc finger SWIM domain-containing protein 8		LG4	NC_037641.1	5057625	5131172	minus	22		
7460	Apis mellifera	413388	0	live	G9a	GB51895	histone-lysine N-methyltransferase G9a	histone-lysine N-methyltransferase EHMT1|histone-lysine N-methyltransferase EHMT2		LG3	NC_037640.1	2367980	2374046	plus	11		
7460	Apis mellifera	413365	0	live	Nup44A	GB46714	nuclear pore complex protein Nup44A	nucleoporin SEH1		LG5	NC_037642.1	5929006	5932014	plus	6		
7460	Apis mellifera	413356	0	live	sgl	GB15000, GB45458	UDP-glucose 6-dehydrogenase sgl	UDP-glucose 6-dehydrogenase|sugarless		LG6	NC_037643.1	16104886	16110614	minus	6		
7460	Apis mellifera	413344	0	live	Ranbp21	GB47231	exportin-5-like protein Ranbp21	exportin-5		LG11	NC_037648.1	9917400	9924509	minus	9		
7460	Apis mellifera	413343	0	live	Nup37	GB47272	nuclear pore complex protein Nup37	nucleoporin Nup37		LG11	NC_037648.1	9924452	9926273	plus	5		
7460	Apis mellifera	413332	0	live	kst	GB44262	spectrin beta chain, non-erythrocytic 5 kst	spectrin beta chain, non-erythrocytic 5|karst		LG7	NC_037644.1	1719748	1750955	minus	21		
7460	Apis mellifera	413324	0	live	Idgf4	GB11665, GB52829	Imaginal disc growth factor 4	chitinase-like protein EN03|chitinase-like protein Idgf4		LG8	NC_037645.1	8992567	8995529	plus	6		
7460	Apis mellifera	413318	0	live	MTA1-like	GB44679	metastasis associated 1-like	metastasis-associated protein MTA3		LG5	NC_037642.1	9563509	9573252	minus	15		
7460	Apis mellifera	413261	0	live	polo	GB45275	Serine/threonine-protein kinase polo	serine/threonine-protein kinase polo		LG11	NC_037648.1	15061994	15066692	plus	9		
7460	Apis mellifera	413255	0	live	Coq5	GB53918	ubiquinone biosynthesis protein COQ3, mitochondrial	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial		LG1	NC_037638.1	25907513	25909440	minus	5		
7460	Apis mellifera	413211	0	live	SIFR	GB16178, GB47120	SIFamide receptor	SIFamide receptor		LG12	NC_037649.1	705846	781537	plus	4		
7460	Apis mellifera	413181	0	live	MRG15	GB42707	MORF-related gene 15	mortality factor 4-like protein 1		LG9	NC_037646.1	6842422	6844478	minus	6		
7460	Apis mellifera	413173	0	live	tex	GB46059	THO complex 3 homolog tex	THO complex subunit 3		LG6	NC_037643.1	13195496	13197036	plus	2		
7460	Apis mellifera	413142	0	live	sra	GB55542	RRM_RCAN_like domain containing protein Sra	protein sarah|sarah		LG2	NC_037639.1	15533694	15535459	minus	5		
7460	Apis mellifera	413110	0	live	Rpb5	GB43544	DNA-directed RNA polymerases I, II, and III subunit Rpb5	DNA-directed RNA polymerases I, II, and III subunit RPABC1		LG14	NC_037651.1	5172984	5174437	minus	2		
7460	Apis mellifera	413108	0	live	Prp40	GB12414, GB45086	pre-mRNA processing factor 40	pre-mRNA-processing factor 40 homolog A-like		LG11	NC_037648.1	11046752	11050671	minus	8		
7460	Apis mellifera	413099	0	live	Ge-1	GB40017	Enhancer of mRNA-decapping protein 4 homolog Ge-1	enhancer of mRNA-decapping protein 4|enhancer of mRNA-decapping protein 4 homolog		LG1	NC_037638.1	18539025	18543713	plus	9		
7460	Apis mellifera	413091	0	live	Ars2	GB14624, GB43113	arsenic resistance protein 2	serrate RNA effector molecule homolog		LG11	NC_037648.1	15953730	15960254	minus	16		
7460	Apis mellifera	413086	0	live	DNAlig3	GB43119, lig3	DNA ligase 3	DNA ligase 3|DNA ligase III		LG11	NC_037648.1	15886640	15908183	minus	26		
7460	Apis mellifera	413080	0	live	Pdp	GB45867	pyruvate dehydrogenase [acetyl-transferring]-phosphatase 1-like protein, mitochondrial	pyruvate dehydrogenase [acetyl-transferring]-phosphatase 1, mitochondrial|pyruvate dehydrogenase phosphatase		LG1	NC_037638.1	10766913	10768883	plus	4		
7460	Apis mellifera	413071	0	live	rdgA	GB51219	retinal degeneration A	eye-specific diacylglycerol kinase		LG6	NC_037643.1	2081254	2206979	plus	12		
7460	Apis mellifera	413068	0	live	IFT46	GB17268, GB51846	intraflagellar transport 46	intraflagellar transport protein 46 homolog		LG14	NC_037651.1	6462271	6463976	plus	3		
7460	Apis mellifera	413063	0	live	pbl	GB41347	epithelial cell transforming 2 pebble	protein ECT2|pebble		LG5	NC_037642.1	12928910	12941831	minus	19		
7460	Apis mellifera	413052	0	live	Ack	GB48061	activated Cdc42 kinase	uncharacterized protein LOC413052|activated Cdc42-associated kinase 1		LG8	NC_037645.1	9780673	9798779	plus	6		
7460	Apis mellifera	413040	0	live	DopEcR	GB54467	G-protein coupled receptor DopEcR	G-protein coupled receptor 52|probable G-protein coupled receptor 52|putative dopamine/ecdysone receptor		LG6	NC_037643.1	3742898	3763012	plus	7		
7460	Apis mellifera	413034	0	live	RhoBTB	GB49505	Rho-related BTB domain containing	rho-related BTB domain-containing protein 1		LG15	NC_037652.1	3877178	3891890	plus	17		
7460	Apis mellifera	413021	0	live	Ppn	GB46795	proteoglycan-like sulfated glycoprotein papilin	papilin		LG5	NC_037642.1	5157589	5286950	minus	37		
7460	Apis mellifera	413020	0	live	Task7	GB46673	TWIK-related acid-sensitive K[+] channel 7	two pore potassium channel protein sup-9		LG5	NC_037642.1	5146746	5150476	plus	6		
7460	Apis mellifera	413014	0	live	ND-13B	GB45731, Ndufa5	NADH dehydrogenase (ubiquinone) subunit ND-13B	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5|NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 5, 13kDa		LG5	NC_037642.1	13725195	13726100	plus	3		
7460	Apis mellifera	412976	0	live	byn	GB51013	T-domain transcriptional activator brachyenteron	brachyury protein		LG14	NC_037651.1	5438507	5443578	plus	6		
7460	Apis mellifera	412961	0	live	BicD	GB42781	protein bicaudal D	protein bicaudal D|bicaudal D		LG9	NC_037646.1	6613578	6619138	plus	8		
7460	Apis mellifera	412949	0	live	Ir25a	GB47387	ionotropic receptor 25a	ionotropic receptor 25a|glutamate receptor ionotropic, kainate 5		LG1	NC_037638.1	15743067	15812117	minus	7		
7460	Apis mellifera	412937	0	live	Elp2	GB54608	elongator complex protein 2	probable elongator complex protein 2		LG10	NC_037647.1	4911080	4913673	plus	2		
7460	Apis mellifera	412932	0	live	DCAF12	GB52210	DDB1 and CUL4 associated factor 12-like protein	DDB1- and CUL4-associated factor 12		LG6	NC_037643.1	5167882	5171277	minus	7		
7460	Apis mellifera	412924	0	live	Rop	GB49146	Syntaxin-binding protein Rop	protein ROP|Ras opposite		LG3	NC_037640.1	11088679	11093939	minus	12		
7460	Apis mellifera	412919	0	live	Trf2	GB45421	TATA box binding protein-related factor 2	TATA box-binding protein-like protein 1		LG6	NC_037643.1	16577079	16582285	minus	5		
7460	Apis mellifera	412916	0	live	pnt	GB52625	ETS transcription factor pointed	ETS-like protein pointed		LG10	NC_037647.1	8211053	8325218	minus	14		
7460	Apis mellifera	412913	0	live	Membrin	GB52648	Golgi SNAP receptor complex member 2	Golgi SNAP receptor complex member 2|Golgi SNAP receptor complex member 2-like protein		LG10	NC_037647.1	8402961	8404264	plus	3		
7460	Apis mellifera	412876	0	live	PCB	GB40280	Pyruvate carboxylase	pyruvate carboxylase, mitochondrial		LG13	NC_037650.1	10899999	10928390	minus	14		
7460	Apis mellifera	412850	0	live	Etl1	GB51486	SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1 homolog		LG3	NC_037640.1	4598144	4602588	plus	12		
7460	Apis mellifera	412839	0	live	mirr	GB55198	iroquois-class homeodomain protein mirror	homeobox protein caupolican|iroquois-class homeodomain protein IRX-6|mirror		LG11	NC_037648.1	1844899	1885038	plus	8		
7460	Apis mellifera	412838	0	live	alpha-Man-IIb	GB43882	alpha-Mannosidase class II b	alpha-mannosidase 2|alpha mannosidase Iib		LG8	NC_037645.1	6752255	6892488	minus	13		
7460	Apis mellifera	412825	0	live	uif	CTL4, GB47938	sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein uif	sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1|C-type lectin 4		LG8	NC_037645.1	4014983	4056726	plus	37		
7460	Apis mellifera	412824	0	live	sau	GB41553	Golgi phosphoprotein 3 homolog sauron	Golgi phosphoprotein 3 homolog sauron		LG2	NC_037639.1	5322948	5325770	minus	4		
7460	Apis mellifera	412808	0	live	superdeath	GB42484	Suppressor of ER stress-induced death	aminopeptidase Ey		LG7	NC_037644.1	10695202	10732570	plus	17		
7460	Apis mellifera	412775	0	live	kl-2	DNAH2, GB50548	dynein heavy chain 2, axonemal kl-2	dynein heavy chain 2, axonemal|dynein, axonemal, heavy chain 2		LG15	NC_037652.1	4283861	4316980	plus	63		
7460	Apis mellifera	412762	0	live	Hs6st	GB42805	heparan sulfate 6-O-sulfotransferase	heparan-sulfate 6-O-sulfotransferase 1-B|heparan sulfate (glucosamine) 6-O-sulfotransferase		LG9	NC_037646.1	7022176	7026424	plus	4		
7460	Apis mellifera	412749	0	live	ABCB7	GB48370	ATP binding cassette subfamily B member 7	ATP-binding cassette sub-family B member 7, mitochondrial		LG10	NC_037647.1	6415606	6421808	plus	13		
7460	Apis mellifera	412735	0	live	qless	GB48303	decaprenyl diphosphate synthase subunit 1 qless	decaprenyl-diphosphate synthase subunit 1		LG12	NC_037649.1	2823741	2990185	plus	8		
7460	Apis mellifera	412728	0	live	Rabex-5	GB51725	Rabaptin-5-associated exchange factor for Rab5	rab5 GDP/GTP exchange factor		LG8	NC_037645.1	11939601	11942810	plus	9		
7460	Apis mellifera	412722	0	live	singed	GB51694, sn	fascin domain-containing protein singed	protein singed		LG8	NC_037645.1	11879322	11884726	minus	8		
7460	Apis mellifera	412710	0	live	Bet3	GB48414	blocked early in transport 3	trafficking protein particle complex subunit 3		LG10	NC_037647.1	6410488	6412339	minus	3		
7460	Apis mellifera	412707	0	live	Mon1	GB44423	vacuolar fusion protein MON1 homolog	vacuolar fusion protein MON1 homolog A		LG5	NC_037642.1	9457908	9460844	plus	7		
7460	Apis mellifera	412705	0	live	Gas41	GB43154	YEATS domain-containing protein 4 Gas41	YEATS domain-containing protein 4		LG11	NC_037648.1	15482917	15484200	minus	4		
7460	Apis mellifera	412701	0	live	Vps13D	GB41847	vacuolar protein sorting 13D	vacuolar protein sorting-associated protein 13D		LG8	NC_037645.1	7282013	7297746	plus	24		
7460	Apis mellifera	412675	0	live	Got2	GB46120	glutamate oxaloacetate transaminase 2	aspartate aminotransferase, mitochondrial		LG3	NC_037640.1	13298596	13302437	minus	8		
7460	Apis mellifera	412662	0	live	ALiX	GB53174	programmed cell death 6-interacting protein-like protein AliX	programmed cell death 6-interacting protein|ALG-2 interacting protein X		LG4	NC_037641.1	2813116	2818103	minus	15		
7460	Apis mellifera	412644	0	live	Josd	GB40872	Josephin domain containing	josephin-2|josephin-like protein		LG5	NC_037642.1	131975	133862	plus	4		
7460	Apis mellifera	412632	0	live	Ak1	Adk1, GB11769, GB42431	Adenylate kinase 1	adenylate kinase 1		LG7	NC_037644.1	10639558	10645120	minus	5		
7460	Apis mellifera	412629	0	live	Bulli	GB53376	regulator of MON1-CCZ1 complex protein bulli	regulator of MON1-CCZ1 complex|uncharacterized protein C18orf8 homolog		LG9	NC_037646.1	12282135	12287358	plus	12		
7460	Apis mellifera	412613	0	live	Mat1	GB44786	CDK-activating kinase assembly factor	CDK-activating kinase assembly factor MAT1		LG1	NC_037638.1	11426892	11428477	minus	2		
7460	Apis mellifera	412601	0	live	Smox	GB42213, SMAD3	Smad on X	mothers against decapentaplegic homolog 3|SMAD family member 3		LG1	NC_037638.1	19452114	19465239	plus	10		
7460	Apis mellifera	412591	0	live	Dh31-R	Dh31-R1, GB47217	Diuretic hormone 31 Receptor	calcitonin gene-related peptide type 1 receptor|diuretic hormone 31 receptor 1		LG11	NC_037648.1	10422253	10522338	minus	17		
7460	Apis mellifera	412588	0	live	Src42A	GB41082	Tyrosine-protein kinase Src42A	tyrosine-protein kinase Src42A		LG1	NC_037638.1	9087046	9095717	minus	9		
7460	Apis mellifera	412580	0	live	Art3	GB45666	arginine methyltransferase 3	protein arginine N-methyltransferase 3		LG5	NC_037642.1	13446999	13449812	minus	8		
7460	Apis mellifera	412549	0	live	mRpL17	GB45635	mitochondrial ribosomal protein L17	39S ribosomal protein L17, mitochondrial		LG5	NC_037642.1	13828135	13829252	minus	3		
7460	Apis mellifera	412547	0	live	RpII15	GB40307, RPB14.5, RPB9	RNA polymerase II subunit RpII15	DNA-directed RNA polymerase II subunit RPB9|DNA-directed RNA polymerase II 14.5 kDa polypeptide|RNA polymerase II 15kD subunit		LG16	NC_037653.1	781871	783228	minus	5		
7460	Apis mellifera	412528	0	live	eya	GB54835	eya transcriptional coactivator and phosphatase 2	eyes absent homolog 4|developmental protein eyes absent		LG1	NC_037638.1	5041799	5054261	minus	9		
7460	Apis mellifera	412526	0	live	CaBP1	GB54601	Protein disulfide-isomerase A6 homolog CaBP1	protein disulfide-isomerase A6 homolog		LG10	NC_037647.1	4863420	4865786	plus	6		
7460	Apis mellifera	412508	0	live	Mgtor	GB54288, Mtor	nuclear basket protein megator	nucleoprotein TPR|megator		LG10	NC_037647.1	7551390	7560338	minus	16		
7460	Apis mellifera	412506	0	live	p115	GB47102	general vesicular transport factor p115	general vesicular transport factor p115		LG3	NC_037640.1	450900	454743	plus	12		
7460	Apis mellifera	412480	0	live	Nnp-1	GB40782	Ribosomal RNA processing protein 1 homolog Nnp-1	ribosomal RNA processing protein 1 homolog		LG1	NC_037638.1	6601778	6605055	plus	7		
7460	Apis mellifera	412471	0	live	put	GB53084	activin A receptor type 2 punt	activin receptor type-2A|punt		LG4	NC_037641.1	3432609	3436942	plus	9		
7460	Apis mellifera	412468	0	live	fliI	GB45623	FLII actin remodeling protein	protein flightless-1|flightless I		LG5	NC_037642.1	13881140	13888076	minus	23		
7460	Apis mellifera	412464	0	live	Nup214	GB49107	nuclear pore complex protein Nup214	nuclear pore complex protein Nup214		LG3	NC_037640.1	3309798	3315040	minus	5		
7460	Apis mellifera	412455	0	live	stc	GB54378	nuclear transcription factor, X-box binding stc	protein shuttle craft		LG16	NC_037653.1	1289427	1294703	plus	10		
7460	Apis mellifera	412439	0	live	Pdfr	GB40478	Pigment-dispersing factor receptor	LOW QUALITY PROTEIN: PDF receptor|PDF receptor		LG8	NC_037645.1	2425396	2458979	plus	17		
7460	Apis mellifera	412422	0	live	MED1	GB49844	Mediator complex subunit 1	mediator of RNA polymerase II transcription subunit 1		LG11	NC_037648.1	8103142	8112324	plus	8		
7460	Apis mellifera	412393	0	live	Cndp2	GB49628	Cytosolic non-specific dipeptidase 2	cytosolic non-specific dipeptidase		LG7	NC_037644.1	4862731	4865537	plus	6		
7460	Apis mellifera	412384	0	live	BTBD9	GB54971	BTB (POZ) domain containing 9	BTB/POZ domain-containing protein 9		LG1	NC_037638.1	25093307	25096555	minus	10		
7460	Apis mellifera	412379	0	live	ATP7	GB54389	copper-transporting ATPase 1	copper-transporting ATPase 1|ATPase, Cu++ transporting, alpha polypeptide		LG16	NC_037653.1	1505620	1521969	plus	17		
7460	Apis mellifera	412367	0	live	mRpL15	GB45419	mitochondrial ribosomal protein L15	39S ribosomal protein L15, mitochondrial		LG6	NC_037643.1	16599415	16601087	minus	5		
7460	Apis mellifera	412357	0	live	Atac3	GABP-2, GB47627	Ada2a-containing complex component 3	GA-binding protein subunit beta-1|GA binding protein beta chain|GABP-beta-2 subunit		LG16	NC_037653.1	4934537	4937852	minus	9		
7460	Apis mellifera	412354	0	live	RhoGEF64C	GB53970	Rho guanine nucleotide exchange factor at 64C	uncharacterized protein LOC412354|guanine nucleotide exchange factor GEF64C ortholog		LG1	NC_037638.1	25857039	25896926	plus	15		
7460	Apis mellifera	412348	0	live	MED19	GB44990	mediator complex subunit 19	mediator of RNA polymerase II transcription subunit 19		LG11	NC_037648.1	13591404	13593290	minus	5		
7460	Apis mellifera	412320	0	live	Tango9	GB54089	transport and golgi organization 9	solute carrier family 35 member F6		LG14	NC_037651.1	6570696	6573460	plus	9		
7460	Apis mellifera	412299	0	live	mAChR-A	GB51689	muscarinic Acetylcholine Receptor, A-type	muscarinic acetylcholine receptor DM1		LG8	NC_037645.1	11961406	11966190	minus	5		
7460	Apis mellifera	412288	0	live	Rbcn-3B	GB54939	WD repeat-containing protein Rbcn-3B	WD repeat-containing protein 7|rabconnectin-3B		LG1	NC_037638.1	24637305	24651751	plus	27		
7460	Apis mellifera	412277	0	live	Rnmt	GB45125	RNA guanine-7 methyltransferase	mRNA cap guanine-N7 methyltransferase		LG11	NC_037648.1	12191134	12194076	plus	9		
7460	Apis mellifera	412254	0	live	BuGZ	GB51757	Bub3 interacting GLEBS and Zinc finger domain protein	BUB3-interacting and GLEBS motif-containing protein ZNF207		LG8	NC_037645.1	12532209	12547220	plus	10		
7460	Apis mellifera	412247	0	live	Mrm2	GB12174	Mitochondrial rRNA methyltransferase 2	rRNA methyltransferase 2, mitochondrial		LG11	NC_037648.1	8042408	8043386	minus	1		
7460	Apis mellifera	412234	0	live	P5cr	GB18352, GB47160	Pyrroline 5-carboyxlate reductase	pyrroline-5-carboxylate reductase 2|pyrroline-5-carboxylate reductase		LG4	NC_037641.1	768102	772821	plus	7		
7460	Apis mellifera	412230	0	live	Dnah3	GB49952	dynein heavy chain 3, axonemal	dynein heavy chain 3, axonemal|dynein, axonemal, heavy chain 3		LG15	NC_037652.1	9061000	9079509	minus	13		
7460	Apis mellifera	412220	0	live	MFS9	GB53933	major facilitator superfamily transporter 9	sialin|vesicular glutamate transporter 2.2		LG1	NC_037638.1	25314984	25321728	minus	11		
7460	Apis mellifera	412191	0	live	dia	GB55272	diaphanous related formin 1	protein diaphanous|diaphanous		LG1	NC_037638.1	14261345	14282412	plus	24		
7460	Apis mellifera	412176	0	live	Taf1	GB44341	TATA-box binding protein associated factor 1	transcription initiation factor TFIID subunit 1		LG7	NC_037644.1	12495813	12503407	minus	18		
7460	Apis mellifera	412159	0	live	fand	GB46894	Pre-mRNA-splicing factor SYF1 fand	pre-mRNA-splicing factor SYF1		LG3	NC_037640.1	4462436	4467595	plus	16		
7460	Apis mellifera	412155	0	live	Fbw5	GB42771	F-box and WD repeat domain containing 5	F-box/WD repeat-containing protein 5		LG9	NC_037646.1	6526317	6529607	plus	9		
7460	Apis mellifera	412143	0	live	cyst	GB43467	rho guanine nucleotide exchange factor 18 cysts	rho guanine nucleotide exchange factor 18|rho guanine nucleotide exchange factor 2		LG2	NC_037639.1	4492013	4508321	minus	21		
7460	Apis mellifera	412119	0	live	Grip75	GB52314	gamma-tubulin complex component 4	gamma-tubulin complex component 4|gamma-tubulin complex component 4 homolog		LG5	NC_037642.1	2260721	2264200	plus	9		
7460	Apis mellifera	412104	0	live	l(3)76BDm	GB40893	trafficking protein particle complex subunit 8 homolog l(3)76BDm	trafficking protein particle complex subunit 8		LG5	NC_037642.1	142376	148044	minus	12		
7460	Apis mellifera	412085	0	live	PGAP3	GB10206, GB49414	Per1-like protein PGAP3	post-GPI attachment to proteins factor 3		LG12	NC_037649.1	8627368	8629789	plus	8		
7460	Apis mellifera	412083	0	live	gammaCOP	GB51333	coat protein (coatomer) gamma	coatomer subunit gamma|gamma-coatomer protein		LG16	NC_037653.1	3171809	3175428	minus	7		
7460	Apis mellifera	412081	0	live	bdg	GB47438, NT-12	sodium-dependent transporter bedraggled	uncharacterized protein LOC412081|neurotransmitter transporter 12		LG1	NC_037638.1	14774098	14801999	minus	18		
7460	Apis mellifera	412076	0	live	Vps36	GB50846	vacuolar protein sorting 36	vacuolar protein-sorting-associated protein 36		LG2	NC_037639.1	6921177	6922925	plus	6		
7460	Apis mellifera	412059	0	live	FBXO11	GB44411	F-box protein 11	F-box only protein 11		LG5	NC_037642.1	9329271	9335733	plus	8		
7460	Apis mellifera	412046	0	live	osa	GB44899	trithorax group protein osa	trithorax group protein osa		LG11	NC_037648.1	14935634	14950154	minus	21		
7460	Apis mellifera	412045	0	live	OstDelta	GB47114	oligosaccharide transferase delta subunit	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2		LG3	NC_037640.1	230965	238878	minus	11		
7460	Apis mellifera	412036	0	live	Sec6	GB49651	Exocyst complex component Sec6	exocyst complex component 3		LG4	NC_037641.1	169875	172338	minus	1		
7460	Apis mellifera	412035	0	live	Cap-D2	GB54609	CAP-D2 condensin subunit	condensin complex subunit 1		LG10	NC_037647.1	4914784	4922387	plus	23		
7460	Apis mellifera	412010	0	live	mrn	GB43420, Tfb2	general transcription factor IIH subunit 4 marionette	general transcription factor IIH subunit 4|general transcription factor IIH, polypeptide 4		LG2	NC_037639.1	3931463	3933948	plus	7		
7460	Apis mellifera	412002	0	live	Ubr3	GB49164	Ubr3 ubiquitin ligase	E3 ubiquitin-protein ligase Ubr3		LG3	NC_037640.1	10153108	10171443	minus	31		
7460	Apis mellifera	411989	0	live	eIF4A	GB51710	eukaryotic translation initiation factor 4A	eukaryotic initiation factor 4A-I		LG8	NC_037645.1	11768495	11773048	minus	8		
7460	Apis mellifera	411981	0	live	faf	GB46736	ubiquitin carboxyl-terminal hydrolase-like faf	probable ubiquitin carboxyl-terminal hydrolase FAF-X|fat facets		LG5	NC_037642.1	6608001	6622684	plus	30		
7460	Apis mellifera	411976	0	live	zyd	GB50621	sodium/potassium/calcium exchanger zydeco	sodium/potassium/calcium exchanger 4		LG1	NC_037638.1	14028422	14035594	plus	10		
7460	Apis mellifera	411974	0	live	eIF2Bgamma	GB40491, eIF2B-gamma	eukaryotic translation initiation factor 2B subunit gamma	translation initiation factor eIF-2B subunit gamma|eIF-2B GDP-GTP exchange factor		LG8	NC_037645.1	2611660	2616375	plus	8		
7460	Apis mellifera	411961	0	live	HUWE1	GB51406	HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1	E3 ubiquitin-protein ligase HUWE1		LG8	NC_037645.1	1459055	1478804	minus	43		
7460	Apis mellifera	411953	0	live	ppan	GB51271	Brix domain-containing protein peter pan	protein Peter pan		LG16	NC_037653.1	2946210	2948159	plus	6		
7460	Apis mellifera	411939	0	live	Rich	GB46613	guanine nucleotide exchange factor subunit Rich	guanine nucleotide exchange factor subunit Rich|protein RIC1 homolog		LG11	NC_037648.1	523835	530211	minus	16		
7460	Apis mellifera	411937	0	live	Gas8	GB50097, fbl	Growth arrest specific protein 8	dynein regulatory complex subunit 4|fumble|pantothenate kinase		LG15	NC_037652.1	6208825	6211211	minus	8		
7460	Apis mellifera	411923	0	live	AlaRS	GB42773	alanine--tRNA ligase, cytoplasmic	alanine--tRNA ligase, cytoplasmic		LG9	NC_037646.1	6537121	6542266	plus	15		
7460	Apis mellifera	411919	0	live	LOC411919	GB44402, Wnt7	Wnt7 protein	protein Wnt-7b		LG5	NC_037642.1	814392	995408	plus	10		
7460	Apis mellifera	411909	0	live	RanGAP	GB48170	Ran GTPase activating protein	ran GTPase-activating protein 1		LG7	NC_037644.1	13480903	13483323	minus	5		
7460	Apis mellifera	411906	0	live	Hmt4-20	GB19385, GB55438	Histone methyltransferase 4-20	histone-lysine N-methyltransferase KMT5B-B-like		LG2	NC_037639.1	15096458	15103332	plus	9		
7460	Apis mellifera	411893	0	live	sad	CYP315A1, GB53709	Cytochrome P450 family protein sad	cytochrome P450 315a1, mitochondrial|shadow		LG3	NC_037640.1	8138875	8141925	plus	8		
7460	Apis mellifera	411891	0	live	Git	GB44579	ARF GTPase-activating protein GIT1	ARF GTPase-activating protein GIT1|ARF GTPase-activating protein GIT2		LG5	NC_037642.1	11362244	11366826	minus	13		
7460	Apis mellifera	411881	0	live	Br140	GB40453	bromodomain-containing protein 140	peregrin		LG8	NC_037645.1	2219022	2224075	plus	10		
7460	Apis mellifera	411879	0	live	Wdr82	GB13929	WD repeat domain 82	WD repeat-containing protein 82		LG9	NC_037646.1	6559799	6565038	plus	2		
7460	Apis mellifera	411862	0	live	mRpS2	GB45264	mitochondrial ribosomal protein S2	28S ribosomal protein S2, mitochondrial		LG11	NC_037648.1	14981223	14982597	plus	3		
7460	Apis mellifera	411859	0	live	Pten	GB14441, GB56005	phosphatase and tensin-like protein	phosphatase and tensin-like		LG3	NC_037640.1	1433682	1441133	plus	10		
7460	Apis mellifera	411849	0	live	shop	GB49458	sulfite oxidase	probable sulfite oxidase, mitochondrial		LG15	NC_037652.1	3698585	3701262	minus	7		
7460	Apis mellifera	411843	0	live	CSN7	GB53853	COP9 signalosome subunit 7	COP9 signalosome complex subunit 7b		LG13	NC_037650.1	7382389	7567285	plus	9		
7460	Apis mellifera	411822	0	live	Aldh-III	GB53314	Aldehyde dehydrogenase type III	aldehyde dehydrogenase family 3 member B1		LG9	NC_037646.1	11055959	11069081	plus	19		
7460	Apis mellifera	411809	0	live	Enoph	GB52285	enolase-phosphatase E1	enolase-phosphatase E1		LG5	NC_037642.1	2247407	2253665	minus	6		
7460	Apis mellifera	411794	0	live	Not3	GB40720	CCR4-associated factor Not3	CCR4-NOT transcription complex subunit 3		LG1	NC_037638.1	5480633	5485713	plus	9		
7460	Apis mellifera	411771	0	live	black	GB40442	glutamate decarboxylase-like protein black	cysteine sulfinic acid decarboxylase		LG8	NC_037645.1	2160346	2164245	minus	3		
7460	Apis mellifera	411763	0	live	tam	GB10422	DNA polymerase gamma, catalytic subunit tam	DNA polymerase subunit gamma-1, mitochondrial|tamas		LG2	NC_037639.1	13706256	13709991	minus	1		
