target_id,pval,qval,b,se_b,mean_obs,var_obs,tech_var,sigma_sq,smooth_sigma_sq,final_sigma_sq,gene_name,gene_beebase,gene_id,product
XM_016917734.2,0.005809066,0.087413099,0.909488019,0.32971954,9.980105755,0.317710708,0.00225879,0.084691424,0.160813673,0.160813673,LOC726766,GB48923,726766,"PREDICTED: Apis mellifera endoribonuclease Dicer (LOC726766),"
XM_624975.6,0.005835496,0.087655943,-1.013371438,0.367578489,9.232334001,0.444286942,0.003679462,0.166583589,0.198991457,0.198991457,LOC552601,GB46928,552601,PREDICTED: Apis mellifera lys-63-specific deubiquitinase BRCC36
XM_003249048.4,0.005889312,0.088153372,3.74174864,1.358718184,5.784044067,6.41554299,0.243775504,2.525397153,0.826021792,2.525397153,LOC726072,GB49639,726072,"PREDICTED: Apis mellifera putative defense protein 3 (LOC726072),"
XM_393594.6,0.005886371,0.088153372,3.28118104,1.19140439,3.803336144,3.976972715,0.337570885,0.596339128,1.791595746,1.791595746,LOC410107,GB41167,410107,PREDICTED: Apis mellifera broad-complex core protein isoforms
XM_016917875.2,0.005911977,0.088337387,-0.855320621,0.310729201,10.55448981,0.250733135,0.001563177,0.03751323,0.143265777,0.143265777,LOC725976,GB48924,725976,PREDICTED: Apis mellifera 46 kDa FK506-binding nuclear protein
XM_623927.6,0.00593553,0.088457148,-1.184518404,0.430527029,11.23414265,0.643349382,0.001019292,0.277010992,0.12953262,0.277010992,LOC551532,GB46654,551532,PREDICTED: Apis mellifera ribosomal L1 domain-containing protein 1
XM_006558127.3,0.005940764,0.088457148,2.207410744,0.802393382,5.566770629,1.659114526,0.064958902,0.181685933,0.900793807,0.900793807,LOC102656088,,102656088,PREDICTED: Apis mellifera uncharacterized LOC102656088
XM_006557265.2,0.006007662,0.088598629,-0.86424661,0.314573152,10.41996241,0.289951385,0.001682309,0.080661096,0.146752093,0.146752093,LOC100577931,GB47884,100577931,PREDICTED: Apis mellifera TELO2-interacting protein 2
XM_396943.5,0.005996031,0.088598629,-0.900040907,0.327526001,10.37427579,0.371750028,0.001712315,0.159197607,0.148010123,0.159197607,LOC413499,GB45507,413499,PREDICTED: Apis mellifera cell division cycle protein 23 homolog
XM_006570780.3,0.005996129,0.088598629,-1.211107308,0.44072431,8.849783861,0.673119774,0.005334317,0.28602256,0.227275536,0.28602256,LOC413649,GB47469,413649,PREDICTED: Apis mellifera rRNA-processing protein FCF1 homolog
XM_003251576.4,0.006033487,0.088598629,-0.838775449,0.305458451,10.749218,0.300061062,0.001245215,0.110002017,0.138712084,0.138712084,LOC725230,GB20104,725230,"PREDICTED: Apis mellifera histone H4 (LOC725230), mRNA."
XR_003305522.1,0.005970216,0.088598629,4.753415835,1.728884069,1.376707917,6.872014046,0.107091949,0.009814821,4.376468238,4.376468238,LOC113219060,,113219060,PREDICTED: Apis mellifera uncharacterized LOC113219060
XM_001121505.5,0.006024039,0.088598629,2.757728802,1.004099353,5.0415017,3.491379057,0.120351224,1.391972043,1.108513009,1.391972043,LOC725688,GB55242,725688,PREDICTED: Apis mellifera lipopolysaccharide-induced tumor necrosis
XM_001119981.5,0.005997508,0.088598629,4.352397842,1.583889507,5.513620928,8.693457256,0.223228789,3.539830166,0.920021169,3.539830166,LOC724211,GB19797,724211,"PREDICTED: Apis mellifera cytochrome P450 9e2 (LOC724211), mRNA."
XM_003251077.4,0.006031182,0.088598629,-1.112681047,0.405188684,8.691243952,0.504360953,0.004834863,0.161344161,0.241431941,0.241431941,LOC100576794,GB44692,100576794,PREDICTED: Apis mellifera pre-mRNA-splicing factor 38
XR_003304766.1,0.006047066,0.088645201,3.4173234,1.244827567,4.627818123,5.36294457,0.254643745,2.06974976,1.303027715,2.06974976,LOC100578675,,100578675,PREDICTED: Apis mellifera uncharacterized LOC100578675
XM_396585.7,0.006068966,0.088813372,3.527740003,1.285604636,4.779741219,5.716819995,0.306153419,2.173015501,1.228116168,2.173015501,LOC413134,GB47274,413134,"PREDICTED: Apis mellifera UNC93-like protein (LOC413134), mRNA."
XM_006559794.3,0.006100033,0.089077897,1.095880525,0.399612901,8.771583577,0.523482007,0.005470932,0.19852378,0.234064774,0.234064774,LOC551982,GB48866,551982,"PREDICTED: Apis mellifera UPF0692 protein CG33108 (LOC551982),"
XM_003249696.4,0.00610796,0.089077897,2.073482776,0.756213232,6.452983613,1.976029391,0.046951042,0.810836637,0.627927773,0.810836637,LOC411343,GB44831,411343,"PREDICTED: Apis mellifera uncharacterized LOC411343 (LOC411343),"
XM_003250442.4,0.006135127,0.089321157,-1.504478783,0.548985559,7.315504472,0.744046257,0.01553443,0.065727239,0.436543285,0.436543285,LOC100578200,GB41896,100578200,PREDICTED: Apis mellifera uncharacterized LOC100578200
XR_001705696.2,0.006167872,0.089644646,1.086343851,0.396661035,8.810315897,0.430734545,0.005355698,0.090508872,0.230654267,0.230654267,LOC107965604,,107965604,PREDICTED: Apis mellifera uncharacterized LOC107965604
XM_006570908.3,0.006183273,0.089715388,-0.885075793,0.32326803,10.15487015,0.279040336,0.002090041,0.052950695,0.154663288,0.154663288,LOC410055,GB45435,410055,PREDICTED: Apis mellifera probable tRNA(His) guanylyltransferase
XM_394665.7,0.006229446,0.090231619,-0.921610778,0.336913389,9.814012437,0.353015222,0.002760544,0.119996073,0.167505403,0.167505403,LOC411191,GB48128,411191,PREDICTED: Apis mellifera DNA-directed RNA polymerase III subunit
XM_395329.4,0.006249087,0.09036244,-0.799255352,0.292294625,11.38287228,0.265483393,0.000853453,0.091447369,0.127300769,0.127300769,LOC411862,GB45264,411862,"PREDICTED: Apis mellifera 28S ribosomal protein S2, mitochondrial"
XM_625155.5,0.00628513,0.09062169,-1.172738355,0.429177864,8.412407531,0.607559152,0.006422778,0.237282944,0.26986768,0.26986768,LOC552780,GB44660,552780,PREDICTED: Apis mellifera ribonuclease P/MRP protein subunit POP5
XM_396698.7,0.006288296,0.09062169,-0.84592099,0.309593874,10.5860061,0.296664456,0.001280416,0.101206783,0.142492135,0.142492135,LOC413252,GB40466,413252,PREDICTED: Apis mellifera ATP-binding cassette sub-family F member
XM_392617.7,0.006318299,0.090900262,-1.543540185,0.565236066,7.190319021,0.956046308,0.019003591,0.282610681,0.460234125,0.460234125,LOC409091,GB52343,409091,"PREDICTED: Apis mellifera neurotrimin (LOC409091), mRNA."
NM_001178025.1,0.006406927,0.091403339,-0.901011147,0.330501439,13.74296405,0.374623767,0.000155014,0.163691787,0.123537901,0.163691787,Trxr-1,GB40718,410032,"Apis mellifera thioredoxin reductase 1 (Trxr-1), transcript variant"
XM_001120426.5,0.006386634,0.091403339,-0.977912836,0.358572185,9.386697005,0.395768337,0.003512512,0.132580341,0.189348506,0.189348506,LOC724537,GB47732,724537,PREDICTED: Apis mellifera ubiquitin carboxyl-terminal hydrolase 36
XM_006570810.3,0.006406783,0.091403339,1.213136195,0.444991354,9.266995381,0.679130594,0.003779993,0.293245965,0.196743091,0.293245965,LOC410710,GB47395,410710,PREDICTED: Apis mellifera zinc transporter ZIP13 homolog
XM_397129.7,0.006399124,0.091403339,-1.896715475,0.695634823,9.222278538,1.659948246,0.00488626,0.72097545,0.199652793,0.72097545,LOC413688,GB49020,413688,PREDICTED: Apis mellifera DNA-directed RNA polymerase III subunit
XM_001119928.5,0.006368524,0.091403339,4.357539551,1.597234357,3.856946687,8.757834389,0.214450514,3.612285871,1.755132483,3.612285871,LOC724175,GB47885,724175,PREDICTED: Apis mellifera probable cytochrome P450 304a1
XM_001121276.5,0.006435983,0.091664323,0.891352662,0.327137842,10.04768409,0.293454613,0.002193313,0.066683865,0.158335438,0.158335438,LOC725426,GB48256,725426,"PREDICTED: Apis mellifera uncharacterized LOC725426 (LOC725426),"
XM_003251483.3,0.00647062,0.092003784,1.370663706,0.503378643,7.69601643,0.705244751,0.012117915,0.164918401,0.367967172,0.367967172,LOC100576966,,100576966,"PREDICTED: Apis mellifera trichohyalin (LOC100576966), transcript"
XM_003251063.4,0.006483835,0.092038041,-2.869986716,1.054268657,8.383815629,3.804826006,0.014409358,1.652814243,0.273014309,1.652814243,LOC100578123,GB44451,100578123,PREDICTED: Apis mellifera uncharacterized LOC100578123
XM_625102.6,0.006515291,0.092330668,-0.780895687,0.287024985,11.74248342,0.270640444,0.000621257,0.10900502,0.122953757,0.122953757,LOC552727,GB52986,552727,PREDICTED: Apis mellifera mitochondrial import inner membrane
XM_006570705.1,0.006554591,0.092710037,-0.812355358,0.298806688,11.03761422,0.301104795,0.001036451,0.127874082,0.132891704,0.132891704,LOC411472,GB47440,411472,"PREDICTED: Apis mellifera dynamin-1-like protein (LOC411472), mRNA."
XM_003250915.4,0.006570658,0.092710037,-0.844708158,0.310799539,10.55062772,0.325907904,0.001532885,0.138277542,0.143361645,0.143361645,LOC100578014,GB52012,100578014,PREDICTED: Apis mellifera CCAAT/enhancer-binding protein zeta
XM_396175.7,0.006574875,0.092710037,-1.482082097,0.545355707,9.874025608,1.015865619,0.002539023,0.443580248,0.164983269,0.443580248,LOC412722,GB51694,412722,"PREDICTED: Apis mellifera protein singed (LOC412722), transcript"
XM_395374.7,0.006585602,0.092710037,1.2986169,0.477941648,8.602004966,0.780035619,0.006217855,0.336424474,0.250064142,0.336424474,LOC411905,GB47888,411905,"PREDICTED: Apis mellifera protein O-GlcNAcase (LOC411905),"
XM_396596.7,0.006617781,0.092856075,-0.766742906,0.282358967,12.26220826,0.2512085,0.000445645,0.093104474,0.119144234,0.119144234,LOC413145,GB45285,413145,PREDICTED: Apis mellifera eukaryotic translation initiation factor
XM_001122724.5,0.00661359,0.092856075,2.438629286,0.897974617,5.23046763,2.751703934,0.143602577,1.065935042,1.029092188,1.065935042,LOC727010,GB42702,727010,PREDICTED: Apis mellifera circadian clock-controlled protein
XM_001121575.5,0.006695008,0.093785173,-3.475339573,1.281634764,3.773743536,5.594500746,0.335046952,2.12883455,1.812017416,2.12883455,LOC725766,GB53301,725766,"PREDICTED: Apis mellifera NF-kappa-B inhibitor cactus (LOC725766),"
XM_003249547.4,0.006760354,0.094372145,-1.398990433,0.516532975,10.97375198,0.907319847,0.001115309,0.399094163,0.134087109,0.399094163,LOC724542,GB42945,724542,PREDICTED: Apis mellifera U3 small nucleolar RNA-associated protein
XM_624641.5,0.006749788,0.094372145,2.24230625,0.827742051,5.437719506,2.037864747,0.079590608,0.582263831,0.948144746,0.948144746,LOC552265,GB49373,552265,PREDICTED: Apis mellifera rho GTPase-activating protein 32
XM_026439382.1,0.006779828,0.094372145,-0.842171842,0.311054959,11.15365446,0.328882248,0.000912186,0.144220595,0.130850871,0.144220595,LOC551169,GB53727,551169,PREDICTED: Apis mellifera succinate dehydrogenase [ubiquinone]
XM_026442246.1,0.006781232,0.094372145,-1.108926362,0.409590754,10.8007455,0.570232806,0.001356924,0.250289954,0.137591341,0.250289954,LOC113218524,,113218524,"PREDICTED: Apis mellifera 39S ribosomal protein L39, mitochondrial"
XM_625179.6,0.006800522,0.094486209,2.410945138,0.890812012,5.375098862,2.180833484,0.218368302,0.327927382,0.971950758,0.971950758,LOC552804,GB43143,552804,PREDICTED: Apis mellifera tubulin-specific chaperone cofactor
XM_006569572.3,0.00686678,0.095096531,2.312433255,0.855431249,9.589846065,2.482319415,0.004231872,1.093412062,0.178090661,1.093412062,LOC725882,GB44777,725882,"PREDICTED: Apis mellifera uncharacterized LOC725882 (LOC725882),"
XM_026443777.1,0.006865209,0.095096531,2.401096513,0.888205184,6.318837831,2.676269478,0.049143413,1.13421926,0.664116688,1.13421926,LOC412222,GB46973,412222,"PREDICTED: Apis mellifera uncharacterized LOC412222 (LOC412222),"
XM_624892.5,0.006885056,0.09514032,-1.12891328,0.417751923,8.663556224,0.591753561,0.005525285,0.256249719,0.244060557,0.256249719,LOC552516,GB41841,552516,PREDICTED: Apis mellifera glucoside xylosyltransferase 1
XM_001120874.4,0.006892283,0.09514032,-1.263153307,0.467487495,8.455426363,0.740920353,0.006685981,0.321130856,0.265209185,0.321130856,LOC724974,GB42015,724974,PREDICTED: Apis mellifera tubulin polyglutamylase TTLL7
XM_396295.7,0.006907464,0.095142188,-3.311462641,1.225889725,6.107679552,5.09310219,0.090323384,2.163885044,0.724681975,2.163885044,LOC412843,GB51494,412843,PREDICTED: Apis mellifera phosphoenolpyruvate carboxykinase
XM_006569853.3,0.00691476,0.095142188,-0.932370037,0.345204386,9.633727779,0.40368465,0.0028804,0.175732705,0.175868702,0.175868702,LOC725700,GB46141,725700,PREDICTED: Apis mellifera vacuolar protein sorting-associated
XM_001122793.5,0.00696008,0.095611296,-2.348154238,0.870090134,5.309453627,2.537633989,0.138078293,0.96627857,0.997506969,0.997506969,LOC727079,GB40781,727079,PREDICTED: Apis mellifera fibroblast growth factor receptor
NM_001242577.1,0.007010896,0.096154275,-1.06339535,0.394386752,8.841220564,0.479127609,0.005311102,0.169544783,0.228000264,0.228000264,Sergef,,725534,Apis mellifera secretion regulating guanine nucleotide exchange
XM_006566638.3,0.007038898,0.096324303,-0.80661264,0.299299865,11.00971567,0.214127725,0.000963078,0.022712597,0.133407536,0.133407536,LOC409877,GB44907,409877,"PREDICTED: Apis mellifera myeloid leukemia factor (LOC409877),"
XM_006561453.3,0.007045913,0.096324303,4.134273743,1.534243238,2.282003075,6.645140433,0.368424296,1.528418976,3.162429173,3.162429173,LOC411991,GB54543,411991,PREDICTED: Apis mellifera BTB/POZ domain-containing protein 7
XM_026439749.1,0.007149642,0.097254908,-0.756918036,0.281403855,13.01241424,0.228965889,0.00024795,0.071112569,0.118534244,0.118534244,LOC113218556,,113218556,PREDICTED: Apis mellifera glutamic acid-rich protein-like
XM_006571091.3,0.00715966,0.097254908,-0.769650923,0.286187362,13.66015971,0.272369475,0.000175183,0.118150708,0.122679626,0.122679626,LOC551157,GB55318,551157,PREDICTED: Apis mellifera nascent polypeptide-associated complex
XM_006561115.3,0.007157559,0.097254908,0.814605465,0.302892246,10.8467977,0.29487814,0.000995597,0.118758804,0.136619972,0.136619972,LOC411955,GB50749,411955,"PREDICTED: Apis mellifera uncharacterized LOC411955 (LOC411955),"
XM_003250323.4,0.007143615,0.097254908,-2.874607342,1.068597812,5.13865289,3.849291752,0.134675228,1.578176698,1.066987615,1.578176698,LOC726252,,726252,"PREDICTED: Apis mellifera titin (LOC726252), transcript variant X3,"
XM_026445642.1,0.007193606,0.097560418,-1.095022921,0.407413074,8.680090837,0.447541603,0.006492771,0.103281035,0.242485348,0.242485348,LOC100577679,GB46206,100577679,PREDICTED: Apis mellifera origin recognition complex subunit 2
XM_006565093.3,0.007229152,0.097886623,-0.982554668,0.365792333,11.36043523,0.450188939,0.000840482,0.199865564,0.127620764,0.199865564,LOC724567,GB40983,724567,"PREDICTED: Apis mellifera methylosome protein 50 (LOC724567),"
XM_624289.6,0.007246863,0.09797068,-0.944468307,0.351720339,9.6218565,0.416054751,0.003215397,0.182345398,0.176462532,0.182345398,LOC551903,GB44687,551903,PREDICTED: Apis mellifera DNA replication licensing factor Mcm5
XM_003249256.4,0.007262441,0.098025689,3.532631181,1.315904845,3.443001336,5.821771591,0.469691113,2.127717227,2.055126707,2.127717227,LOC100577638,GB49123,100577638,PREDICTED: Apis mellifera uncharacterized LOC100577638
XM_623419.6,0.007288249,0.098063221,-1.56508597,0.583252075,7.029923692,0.80291393,0.017948018,0.06713411,0.492326457,0.492326457,LOC550977,GB44768,550977,"PREDICTED: Apis mellifera protein abrupt (LOC550977), transcript"
XM_006566778.3,0.00727787,0.098063221,-1.011128339,0.376744793,9.478160055,0.477038122,0.003041799,0.20986316,0.184080751,0.20986316,LOC724214,GB53820,724214,PREDICTED: Apis mellifera gametogenetin-binding protein 2-like
XM_006562385.3,0.007309499,0.098095513,-0.764302332,0.284931783,11.93410873,0.256718866,0.000561203,0.101278109,0.121217978,0.121217978,LOC102655272,,102655272,"PREDICTED: Apis mellifera NHP2-like protein 1 (LOC102655272), mRNA."
XM_006566957.3,0.007313684,0.098095513,1.090055525,0.406401529,8.894249424,0.554660958,0.004974598,0.242768707,0.223587456,0.242768707,LOC410019,GB52098,410019,PREDICTED: Apis mellifera uncharacterized protein KIAA1109
XM_001121911.4,0.007390511,0.098970093,-0.798629861,0.298139086,11.07793617,0.245574851,0.001166848,0.066623094,0.132163523,0.132163523,LOC726151,GB44877,726151,"PREDICTED: Apis mellifera probable 39S ribosomal protein L49,"
XM_026440846.1,0.007404013,0.098995255,-0.895181227,0.334259268,9.862622488,0.309277109,0.002140814,0.083949536,0.165453073,0.165453073,LOC724370,GB40894,724370,PREDICTED: Apis mellifera probable cytosolic Fe-S cluster assembly
XM_392416.7,0.007444113,0.099375408,3.92233246,1.465583099,2.487749443,6.452979787,0.288495147,2.008470116,2.933405584,2.933405584,LOC408886,GB41430,408886,PREDICTED: Apis mellifera transmembrane 7 superfamily member 3
NM_001270825.1,0.007513282,0.099518853,3.523736725,1.318174782,9.680215333,5.810117858,0.006197633,2.600179499,0.173595001,2.600179499,CPR13,,725300,"Apis mellifera cuticular protein 13 (CPR13), mRNA."
XM_393342.7,0.007477804,0.099518853,1.777071172,0.664380014,8.126908762,1.477075549,0.010589501,0.651511703,0.30328424,0.651511703,LOC409852,GB47669,409852,PREDICTED: Apis mellifera transcription factor SPT20 homolog
XM_006563965.3,0.0074832,0.099518853,-1.116805536,0.417569308,10.71324195,0.583413335,0.00123123,0.260314961,0.139515065,0.260314961,LOC413889,GB53723,413889,PREDICTED: Apis mellifera cytoplasmic tRNA 2-thiolation protein 1
XM_001120915.5,0.007499507,0.099518853,-1.669222923,0.624286435,7.635310611,1.303571813,0.01338931,0.571211019,0.378363647,0.571211019,LOC725013,GB53025,725013,PREDICTED: Apis mellifera sister chromatid cohesion protein DCC1
XM_624531.6,0.007512338,0.099518853,-0.764283481,0.285901986,11.83713505,0.198197046,0.000562751,0.028135091,0.122047167,0.122047167,LOC552152,GB48293,552152,"PREDICTED: Apis mellifera 28S ribosomal protein S24, mitochondrial"
XM_016917116.2,0.00753112,0.09960023,4.023188826,1.505460031,3.756430553,7.575506385,0.151266859,3.248348,1.824062999,3.248348,LOC725007,GB45939,725007,"PREDICTED: Apis mellifera spermine oxidase (LOC725007), mRNA."
XM_026442253.1,0.007724667,0.102001539,0.767361522,0.288062331,11.81933177,0.276229,0.000541527,0.123928333,0.122210313,0.123928333,LOC413627,GB41778,413627,"PREDICTED: Apis mellifera uncharacterized LOC413627 (LOC413627),"
XM_392005.7,0.007746731,0.102134532,-0.805686309,0.30255819,10.86266369,0.293821404,0.001020323,0.122832522,0.136291865,0.136291865,LOC408457,GB54129,408457,"PREDICTED: Apis mellifera protein LSM12 homolog (LOC408457),"
NM_001270830.1,0.007760007,0.102151434,1.925864678,0.723373652,7.33761681,1.740609756,0.018695319,0.766208842,0.432394427,0.766208842,CPR28,,412202,"Apis mellifera cuticular protein 28 (CPR28), mRNA."
NM_001144839.2,0.007797654,0.102488614,3.00745396,1.130320929,5.405096494,4.246584279,0.151128392,1.76530971,0.96047782,1.76530971,C1q-VP,,551077,"Apis mellifera C1q-like venom protein (C1q-VP), mRNA."
XM_003251541.4,0.007884091,0.103147166,1.51019182,0.568383663,9.670423268,1.071875786,0.003221673,0.481368309,0.174067095,0.481368309,LOC100578347,GB53888,100578347,PREDICTED: Apis mellifera uncharacterized LOC100578347
XM_006563885.3,0.007860779,0.103147166,-0.893141744,0.33602125,9.82861588,0.360098666,0.00248515,0.148499867,0.166880271,0.166880271,LOC551745,GB53683,551745,PREDICTED: Apis mellifera integrator complex subunit 10
XM_394861.7,0.007876102,0.103147166,4.623581089,1.739931252,3.020867044,10.04608354,0.041706029,4.499335115,2.408447611,4.499335115,LOC411387,GB46054,411387,PREDICTED: Apis mellifera O-acyltransferase like protein
XM_001122571.5,0.007960877,0.103992005,2.467294296,0.929747677,8.932933895,2.863579236,0.007235501,1.289410615,0.220482374,1.289410615,LOC726855,GB44100,726855,PREDICTED: Apis mellifera vegetative cell wall protein gp1
XM_392115.7,0.008037988,0.104838508,-1.193864563,0.450435053,11.81138799,0.671063862,0.000635617,0.303701988,0.122284208,0.303701988,LOC408573,GB45526,408573,PREDICTED: Apis mellifera eukaryotic translation initiation factor
NM_001011572.1,0.00806203,0.104991294,2.482220622,0.936877614,5.333946528,2.901713362,0.082544659,1.234064837,0.98789891,1.234064837,Tsf1,,406078,"Apis mellifera transferrin 1 (Tsf1), mRNA."
XM_392555.7,0.008104529,0.105383622,1.914883505,0.723229678,6.073101395,1.708694341,0.049574247,0.711251615,0.735017503,0.735017503,LOC409025,GB54020,409025,"PREDICTED: Apis mellifera apolipoprotein D (LOC409025), mRNA."
XM_625212.6,0.008147977,0.105644238,-3.7673392,1.423853467,6.374134208,6.690683829,0.158810986,2.882227057,0.648983698,2.882227057,LOC552836,GB50180,552836,"PREDICTED: Apis mellifera uncharacterized LOC552836 (LOC552836),"
XM_026439713.1,0.008161783,0.105644238,-0.788436296,0.29805143,11.08204022,0.20848623,0.001161432,0.026334434,0.132090551,0.132090551,LOC552280,GB52261,552280,"PREDICTED: Apis mellifera protein SDA1 homolog (LOC552280), mRNA."
XM_026442082.1,0.008157881,0.105644238,-1.256663679,0.475025691,7.944853614,0.694766741,0.010005484,0.266251591,0.328468627,0.328468627,LOC412950,GB51655,412950,"PREDICTED: Apis mellifera nucleoporin GLE1 (LOC412950), transcript"
XM_393349.7,0.008196986,0.105811236,-0.885602046,0.334967292,9.853218334,0.344791561,0.002460824,0.134419509,0.165843806,0.165843806,LOC409859,GB46452,409859,"PREDICTED: Apis mellifera DNA replication factor Cdt1 (LOC409859),"
XM_001120897.5,0.008199532,0.105811236,1.441469925,0.545238666,8.882693884,0.980092906,0.005703321,0.440224483,0.224533729,0.440224483,LOC724995,GB43362,724995,PREDICTED: Apis mellifera 1-acyl-sn-glycerol-3-phosphate
XM_003251179.4,0.008317436,0.107170354,-0.912982876,0.345970387,9.615767363,0.352346261,0.002774046,0.12508213,0.176769217,0.176769217,LOC100576974,,100576974,PREDICTED: Apis mellifera uncharacterized LOC100576974
XM_016915217.2,0.008359107,0.10754458,-0.817957063,0.310160004,10.57389053,0.287036307,0.001511113,0.106389112,0.142787729,0.142787729,LOC410263,GB45207,410263,"PREDICTED: Apis mellifera transmembrane GTPase Marf (LOC410263),"
XM_006572131.3,0.00838724,0.107743773,-0.890521365,0.337821577,10.80144278,0.374856593,0.001396588,0.16978854,0.137576421,0.16978854,LOC411359,GB40320,411359,"PREDICTED: Apis mellifera protein tumorous imaginal discs,"
XM_624231.6,0.008518954,0.10910667,1.199252727,0.455854698,8.130018315,0.488209877,0.008821158,0.062113525,0.302884101,0.302884101,LOC551846,GB43709,551846,"PREDICTED: Apis mellifera membralin (LOC551846), transcript variant"
XM_006560587.3,0.008514282,0.10910667,-0.933042859,0.354639034,9.785215831,0.412093306,0.002732781,0.185920485,0.168760218,0.185920485,LOC725207,GB49540,725207,"PREDICTED: Apis mellifera dynactin subunit 4 (LOC725207), mRNA."
XR_001706384.2,0.008615947,0.110018027,-0.871575312,0.331784958,9.924677902,0.262211021,0.002173897,0.040723558,0.16294799,0.16294799,LOC727631,GB41588,727631,"PREDICTED: Apis mellifera uncharacterized LOC727631 (LOC727631),"
XM_395927.7,0.008609367,0.110018027,1.57306206,0.598762575,10.49038468,1.172577218,0.001907714,0.535867217,0.144888375,0.535867217,LOC412470,GB54351,412470,PREDICTED: Apis mellifera MAP kinase-interacting
XM_026443135.1,0.008665076,0.110479722,0.798939023,0.304358541,10.8028174,0.287046307,0.001404155,0.118039892,0.137547028,0.137547028,LOC413792,GB50924,413792,"PREDICTED: Apis mellifera nucleoprotein TPR (LOC413792), transcript"
XM_001122377.5,0.008681668,0.110525804,1.143385047,0.435684541,8.342393135,0.484424719,0.007089734,0.108192654,0.277641796,0.277641796,LOC726656,GB52882,726656,PREDICTED: Apis mellifera calcium-independent phospholipase
XM_003249378.4,0.008708726,0.110704802,3.78444152,1.442636395,2.592325841,6.105706172,0.298916854,1.962466754,2.8228828,2.8228828,LOC726274,GB55202,726274,"PREDICTED: Apis mellifera yellow-e (LOC726274), transcript variant"
XM_624746.6,0.008728025,0.110784787,-0.763243867,0.291033708,11.64167736,0.276403103,0.000688748,0.126362181,0.124026523,0.126362181,LOC552372,GB54976,552372,PREDICTED: Apis mellifera ER membrane protein complex subunit 8/9
XM_393777.6,0.008773929,0.111036483,1.62792874,0.621171532,6.749263078,0.989210767,0.024506202,0.218200262,0.554274906,0.554274906,LOC410296,GB55186,410296,"PREDICTED: Apis mellifera b(0,+)-type amino acid transporter 1"
XM_026446388.1,0.008768812,0.111036483,1.036305458,0.395394827,8.827180705,0.390354397,0.005307088,0.079912532,0.229198515,0.229198515,LOC724792,GB55455,724792,"PREDICTED: Apis mellifera testin (LOC724792), transcript variant"
XM_394075.6,0.00880828,0.111305813,-0.963758106,0.367929887,11.75719269,0.441095788,0.000615942,0.202442661,0.122806509,0.202442661,LOC410597,GB50030,410597,PREDICTED: Apis mellifera SET and MYND domain-containing protein 5
XM_394153.6,0.008873905,0.111885014,-0.819147387,0.313025137,10.46791983,0.251354123,0.001503769,0.061062969,0.145473335,0.145473335,LOC410676,GB51623,410676,"PREDICTED: Apis mellifera adenylate kinase isoenzyme 6 (LOC410676),"
XR_001702378.2,0.008880389,0.111885014,-3.88454913,1.484564803,2.256392661,6.699632084,0.113850804,2.602043571,3.192048178,3.192048178,LOC102653714,,102653714,PREDICTED: Apis mellifera uncharacterized LOC102653714
NM_001270820.1,0.00892646,0.111968568,3.014556443,1.152856719,8.688651077,4.321159502,0.010116995,1.983500928,0.241676179,1.983500928,CPR4,,727204,"Apis mellifera cuticular protein 4 (CPR4), mRNA."
XM_397461.6,0.008911813,0.111968568,4.587675709,1.75408842,1.293837854,6.747294651,0.10875521,0.43282495,4.506484069,4.506484069,LOC414025,GB47354,414025,"PREDICTED: Apis mellifera neurotrimin (LOC414025), transcript"
XM_624166.5,0.008925599,0.111968568,-1.060493643,0.405559439,11.50143569,0.53476818,0.000740451,0.245977236,0.125706458,0.245977236,LOC551781,GB41902,551781,PREDICTED: Apis mellifera pre-rRNA-processing protein TSR1 homolog
XM_625203.5,0.00899614,0.112346219,-1.226043635,0.469352751,7.993607358,0.643133707,0.009044091,0.231179419,0.321393916,0.321393916,LOC552828,GB45083,552828,"PREDICTED: Apis mellifera protein FRG1 homolog (LOC552828), mRNA."
XM_001121546.5,0.008988416,0.112346219,-1.072052411,0.410355868,10.45912587,0.546859237,0.001719138,0.250868769,0.145704723,0.250868769,LOC725734,GB51208,725734,"PREDICTED: Apis mellifera RNA-binding protein pno1 (LOC725734),"
XM_395079.7,0.008988514,0.112346219,3.787447965,1.449746017,3.869904461,6.825544844,0.365625788,2.787019485,1.746423407,2.787019485,LOC411609,GB45775,411609,PREDICTED: Apis mellifera pancreatic triacylglycerol lipase
XM_395866.7,0.009022348,0.112508547,-0.7626638,0.292073374,11.39408771,0.181483804,0.000817271,0.007916458,0.127143013,0.127143013,LOC412409,GB45280,412409,PREDICTED: Apis mellifera mitochondrial import inner membrane
XM_006563368.3,0.009117341,0.113526897,-0.738888144,0.28335701,12.10769246,0.220784592,0.000455274,0.070792082,0.119981519,0.119981519,LOC725468,GB50125,725468,PREDICTED: Apis mellifera AN1-type zinc finger protein 1
XM_623181.6,0.009166139,0.11396789,-2.011235455,0.771831898,5.936577785,1.928389791,0.045207355,0.848379363,0.776961266,0.848379363,LOC550791,GB51068,550791,"PREDICTED: Apis mellifera arrestin homolog (LOC550791), mRNA."
XM_006572056.3,0.009434553,0.117134242,-0.877602747,0.338073588,9.782184756,0.277953169,0.002546596,0.056074896,0.16889403,0.16889403,LOC100576967,GB52889,100576967,PREDICTED: Apis mellifera histone deacetylase complex subunit SAP18
